system_id,gamma_pdc,tier,matched,n_candidates,technology,raw_manufacturer,raw_model,capacity_kw,module_watts,delta_vs_old
10138,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,4.14,230.0,0.00019999999999999966
10139,-0.00424,cec_module,CS6P250P,6,multi-Si,Canadian Solar,cs6p-250p,2.5,250.0,0.0002599999999999998
10140,-0.00456,cec_manufacturer,SILIKEN,146,multi-Si,Siliken SKL60P6L,Siliken SKL60P6L,6.72,240.0,-6.000000000000016e-05
10141,-0.0046,cec_module,KD245GX,4,multi-Si,Kyocera  KD245GX,KD245GX,8.575,245.0,-0.00010000000000000026
10142,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic,Panasonic,6.825,325.0,0.0013999999999999998
10143,-0.004301,cec_manufacturer,SUNTECH,243,Unknown,Suntech,Suntech,7.75,250.0,0.00019899999999999952
10146,-0.00481,cec_module,SW255,5,Unknown,Solar World SW255,Solar World SW255,10.2,255.0,-0.0003100000000000004
10147,-0.0045,fleet_default,cec_xsi_median,0,Unknown,ST Solar,ST Solar,9.66,230.0,0.0
10148,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,9.31,245.0,0.00019999999999999966
10149,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld 240,SolarWorld 240,7.2,240.0,0.00019999999999999966
10150,-0.004555,cec_module,SW250,6,Unknown,Solar World SW250,Solar World SW250,9.0,250.0,-5.500000000000036e-05
10151,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,10.92,260.0,0.00019999999999999966
10152,-0.004515,cec_module,PS260M,6,mono-Si,Phono Solar PS260M,Phono Solar PS260M,6.3,225.0,-1.5000000000000256e-05
10153,-0.0044975,cec_module,CS6P240P,4,multi-Si,Canadian Solar,cs6p-240p,4.08,240.0,2.499999999999898e-06
10154,-0.004472,cec_manufacturer,SUNIVA,150,mono-Si,Suniva OPT260-4-IB0,Suniva OPT260-4-IB0,6.24,260.0,2.799999999999938e-05
10156,-0.004673500000000001,cec_manufacturer,KYOCERA,160,Unknown,Kyocera,Kyocera,3.502,206.0,-0.0001735000000000009
10157,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG MonoX 255,LG MonoX 255,3.825,255.0,0.0005999999999999994
10158,-0.004301,cec_manufacturer,SUNTECH,243,Unknown,Suntech,Suntech,5.88,245.0,0.00019899999999999952
10159,-0.00481,cec_module,SW255,5,Unknown,SolarWorld SW255,SolarWorld SW255,7.65,255.0,-0.0003100000000000004
10161,-0.00451,cec_manufacturer,PHONO,216,Unknown,Phono Solar,Phono Solar,7.02,260.0,-1.000000000000046e-05
10166,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Mage,Unknown,5.0,250.0,0.0
10168,-0.0045000000000000005,cec_module,235P,148,Unknown,Conenrgy 235P,Conenrgy 235P,8.225,235.0,-8.673617379884035e-19
10170,-0.00442,cec_module,SUNIVAOPT2606041B0,1,mono-Si,Suniva OPT260-60-4-1B0,Suniva OPT260-60-4-1B0,12.74,260.0,7.999999999999934e-05
10171,-0.004301,cec_module,STP250S,3,mono-Si,Suntech STP250S - 20/Wdb,Suntech STP250S - 20/Wdb,5.75,250.0,0.00019899999999999952
10172,-0.0045163,cec_module,SW260,8,mono-Si,SolarWorld SW260 Mono,SolarWorld SW260 Mono,4.94,260.0,-1.6300000000000342e-05
10173,-0.0045000000000000005,cec_manufacturer,TRINA,970,Unknown,Trina,Trina,9.4,235.0,-8.673617379884035e-19
10175,-0.00424,cec_module,CS6P250P,6,multi-Si,Canadian Solar,cs6p-250p,5.0,250.0,0.0002599999999999998
10176,-0.00458,cec_module,CS6P240M,2,mono-Si,Canadian Solar,cs6p-240m,11.04,240.0,-8.000000000000021e-05
10177,-0.005177770000000001,cec_module,SHARPND208U1,2,multi-Si,Sharp ND-208U1,nd-280u1,3.744,208.0,-0.0006777700000000011
10178,-0.0047243,cec_module,LG255S1CG2,1,mono-Si,LG LG255S1C-G2,LG LG255S1C-G2,8.415,255.0,-0.0002243000000000002
10180,-0.00417,cec_manufacturer,AXITEC,106,Unknown,Axitec 250,Axitec 250,10.0,250.0,0.00032999999999999956
10182,-0.00424,cec_manufacturer,CANADIANSOLAR,409,Unknown,Canadian Solar,,8.75,250.0,0.0002599999999999998
10183,-0.00424,cec_manufacturer,CANADIANSOLAR,409,Unknown,Canadian Solar,,2.25,250.0,0.0002599999999999998
10184,-0.0046489999999999995,cec_manufacturer,HYUNDAI,273,Unknown,Hyundai,Hyundai,10.5,250.0,-0.00014899999999999983
10185,-0.00424,cec_module,CS6P250P,6,multi-Si,Canadian Solar,cs6p-250p,7.0,250.0,0.0002599999999999998
10187,-0.00424,cec_manufacturer,CANADIANSOLAR,409,Unknown,Sharp and Canadian Solar,Sharp and Canadian Solar,14.28,255.0,0.0002599999999999998
10188,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld Mono Black-on-Black,SolarWorld Mono Black-on-Black,7.65,255.0,0.00019999999999999966
10190,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Enphase,Enphase,3.57,255.0,0.0
10191,-0.00442,cec_module,CS6P255M,4,mono-Si,Canadian Solar,cs6p-255m,6.885,255.0,7.999999999999934e-05
10192,-0.00458,cec_module,UPSOLARUPM240P,6,multi-Si,Upsolar UP-M240P,Upsolar UP-M240P,4.08,240.0,-8.000000000000021e-05
10193,-0.0043135,cec_module,CS6P230P,4,multi-Si,Canadian Solar,CS6P-230P,12.42,230.0,0.00018650000000000003
10194,-0.0045,fleet_default,cec_xsi_median,0,Unknown,schuco mpe 235 ps 08,schuco mpe 235 ps 08,3.055,235.0,0.0
10196,-0.004450000000000001,cec_module,SUNIVAOPT260,2,mono-Si,Suniva OPT260,Suniva OPT260,4.42,260.0,4.999999999999883e-05
10197,-0.004301,cec_manufacturer,SUNTECH,243,Unknown,Suntech 190,Suntech 190,4.56,190.0,0.00019899999999999952
10198,-0.00442,cec_module,CS6P250M,4,mono-Si,Canadian Solar,cs6p-250m,5.5,250.0,7.999999999999934e-05
10199,-0.004429,cec_manufacturer,MITSUBISHI,49,Unknown,Mitsubishi,Mitsubishi,3.71,265.0,7.099999999999988e-05
10200,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Eoplly Black Mono 156/60-245,Eoplly Black Mono 156/60-245,10.29,245.0,0.0
10201,-0.0045,fleet_default,cec_xsi_median,0,Unknown,ReneSola 260,ReneSola 260,5.808,242.0,0.0
10204,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,solarworld 270/285,solarworld 270/285,9.45,270.0,0.00019999999999999966
10205,-0.0045,fleet_default,cec_xsi_median,0,Unknown,GCL-P6_245,GCL-P6_245,8.82,245.0,0.0
10206,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,13.78,260.0,0.00019999999999999966
10208,-0.004472,cec_manufacturer,SUNIVA,150,Unknown,Suniva,Suniva,8.1,270.0,2.799999999999938e-05
10210,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solarworld,Solarworld,6.65,175.0,0.00019999999999999966
10211,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,2.0,50.0,0.00019999999999999966
10212,-0.004555,cec_module,SW250,6,Unknown,Sunmodule SW250,Sunmodule SW250,5.0,250.0,-5.500000000000036e-05
10213,-0.00451,cec_manufacturer,PHONO,216,multi-Si,Phono Solar PS250P-AC,Phono Solar PS250P-AC,3.5,250.0,-1.000000000000046e-05
10214,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,6.24,260.0,0.00019999999999999966
10215,-0.0043,cec_manufacturer,REC,725,Unknown,REC Solar,REC Solar,5.1,255.0,0.00019999999999999966
10216,-0.004472,cec_manufacturer,SUNIVA,150,Unknown,Suniva,Suniva,7.8,260.0,2.799999999999938e-05
10218,-0.004301,cec_manufacturer,SUNTECH,243,Unknown,Suntech,Suntech,5.075,175.0,0.00019899999999999952
10219,-0.0045000000000000005,cec_manufacturer,TRINA,970,Unknown,Trina,Trina,1.44,240.0,-8.673617379884035e-19
10221,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Canadian,Canadian,3.12,260.0,0.0
10222,-0.0043,cec_module,LG260S1CA3,1,mono-Si,LG LG260S1C-A3,LG LG260S1C-A3,7.8,260.0,0.00019999999999999966
10223,-0.00386,cec_manufacturer,SUNPOWER,190,Unknown,SunPower,SunPower,5.36,335.0,0.0006399999999999995
10224,-0.0045000000000000005,cec_module,PA05,76,multi-Si,Trina TSM PA05,Trina TSM PA05,4.5,250.0,-8.673617379884035e-19
10225,-0.0045000000000000005,cec_module,ETP660250WB,8,multi-Si,ET Solar,et-p660250wb,8.25,250.0,-8.673617379884035e-19
10227,-0.004472,cec_manufacturer,SUNIVA,150,Unknown,Suniva/EnPhase,Suniva/EnPhase,6.76,260.0,2.799999999999938e-05
10228,-0.00458,cec_manufacturer,HANWHA,1332,multi-Si,Hanwha HSL-60-250T,Hanwha HSL-60-250T,8.25,250.0,-8.000000000000021e-05
10229,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Aleo/Bosch S79.235,Aleo/Bosch S79.235,9.635,235.0,0.0
10230,-0.0045,fleet_default,cec_xsi_median,0,Unknown,BP 970B,BP 970B,2.8,70.0,0.0
10232,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,8.19,314.99999999999994,0.0005999999999999994
10233,-0.004472,cec_module,SUNIVAMVX250605701,1,multi-Si,Suniva MVX250-60-5-701,Suniva MVX250-60-5-701,6.5,250.0,2.799999999999938e-05
10234,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Mage Powertec 250,Mage Powertec 250,8.0,250.0,0.0
10236,-0.00424,cec_manufacturer,CANADIANSOLAR,409,multi-Si,Canadian Solar,,8.97,230.0,0.0002599999999999998
10237,-0.0043,cec_module,LG290N1CG3,1,n-PERT,LG Mono X Neon. LG290N1C-G3,LG Mono X Neon. LG290N1C-G3,4.35,290.0,0.00019999999999999966
10238,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,9.54,265.0,0.00019999999999999966
10239,-0.00424,cec_module,CS6P250P,6,multi-Si,Canadian Solar,cs6p-250p,8.5,250.0,0.0002599999999999998
10242,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,4.25,250.0,0.0
10243,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT,LG Mono X Neon,LG Mono X Neon,4.8,300.0,0.0005999999999999994
10244,-0.0043,cec_manufacturer,REC,725,multi-Si,Talesun 245/REC 225 Poly,Talesun 245/REC 225 Poly,4.64,232.0,0.00019999999999999966
10245,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Renesola 156 Series,Renesola 156 Series,11.985,255.0,0.0
10246,-0.00451,cec_manufacturer,PHONO,216,Unknown,phonon,phonon,9.0,250.0,-1.000000000000046e-05
10247,-0.00396,cec_manufacturer,ITEK,69,Unknown,iTek Energy,iTek Energy,7.15,275.0,0.0005399999999999997
10248,-0.004,cec_module,260HE,1,mono-Si,itek IT-250 255-HE 260-HE,itek IT-250 255-HE 260-HE,12.0,250.0,0.0004999999999999996
10250,-0.004486,cec_manufacturer,YINGLI,57,Unknown,Yingli,Yingli,4.73,215.0,1.3999999999999256e-05
10251,-0.00458,cec_manufacturer,SHARP,145,Unknown,Sharp,Sharp,4.32,240.0,-8.000000000000021e-05
10252,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT,LG Neon 290,LG Neon 290,6.67,230.0,0.0005999999999999994
10253,-0.004515,cec_technology,Multi-c-Si,11221,multi-Si,Silken / SLK60P6L-250WP,Silken / SLK60P6L-250WP,1.75,250.0,-1.5000000000000256e-05
10254,-0.004,cec_module,LG300N1C,5,n-PERT,LG300N1C,LG300N1C,4.2,300.0,0.0004999999999999996
10255,-0.004348,cec_module,CHSM6612P305,1,multi-Si,AstroEnergy CHSM6612P-305,AstroEnergy CHSM6612P-305,6.1,305.0,0.00015199999999999936
10256,-0.00454,cec_module,MLE260HD,1,mono-Si,Mitsubishi MLE260HD,Mitsubishi MLE260HD,8.32,260.0,-4.0000000000000105e-05
10258,-0.00442,cec_module,SUNIVAOPT2706041B0,1,mono-Si,Suniva OPT270-60-4-1B0,Suniva OPT270-60-4-1B0,7.56,270.0,7.999999999999934e-05
10259,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld Sunmodule 270 Black,SolarWorld Sunmodule 270 Black,13.5,270.0,0.00019999999999999966
10260,-0.00438,cec_module,SHARPND250QCS,1,multi-Si,Sharp ND-250QCS,Sharp ND-250QCS,7.2,225.0,0.00011999999999999945
10261,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,11.7,300.0,0.0005999999999999994
10263,-0.00424,cec_module,CS6P250P,6,multi-Si,Canadian Solar,cs6p-250p,7.56,270.0,0.0002599999999999998
10264,-0.0045000000000000005,cec_technology,Mono-c-Si,9725,mono-Si,Talesun TP660M-250W,Talesun TP660M-250W,1.5,250.0,-8.673617379884035e-19
10265,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,Solarworld 270 mono,Solarworld 270 mono,8.1,270.0,0.00019999999999999966
10267,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Mage,Unknown,5.25,250.0,0.0
10268,-0.0043,cec_module,SW275,4,Unknown,SolorWorld SW275,SolorWorld SW275,3.3,275.0,0.00019999999999999966
10269,-0.00386,cec_manufacturer,SUNPOWER,190,Unknown,Sun Power,Sun Power,4.55,325.0,0.0006399999999999995
10270,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,4.05,270.0,0.0
10271,-0.00458,cec_manufacturer,SHARP,145,multi-Si,Sharp ND255QCS,Sharp ND255QCS,5.61,255.0,-8.000000000000021e-05
10272,-0.004,cec_module,300N1C,5,n-PERT,LG Mono X Neon 300N1C,LG Mono X Neon 300N1C,4.2,300.0,0.0004999999999999996
10274,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld SW 275,SolarWorld SW 275,0.675,225.0,0.00019999999999999966
10275,-0.00468,cec_module,S250FAB5,1,Unknown,Grape Solar S-250-Fab5,Grape Solar S-250-Fab5,10.0,250.0,-0.00018000000000000047
10277,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,10.8,300.0,0.0005999999999999994
10279,-0.0046489999999999995,cec_manufacturer,HYUNDAI,273,Unknown,Hyundai,Hyundai,8.928,248.0,-0.00014899999999999983
10280,-0.0047243,cec_module,LG255S1CG2,1,mono-Si,LG255S1C-G2,LG255S1C-G2,4.59,255.0,-0.0002243000000000002
10281,-0.0043,cec_module,LG270S1CA3,1,mono-Si,LG270S1C-A3,LG270S1C-A3,5.13,270.0,0.00019999999999999966
10282,-0.00454,cec_module,PS250P,5,multi-Si,PhonoSolar PS250P,PhonoSolar PS250P,5.0,250.0,-4.0000000000000105e-05
10283,-0.0045,fleet_default,cec_xsi_median,0,Unknown,?,?,3.0,250.0,0.0
10284,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld 280,SolarWorld 280,4.2,280.0,0.00019999999999999966
10286,-0.00424,cec_manufacturer,CANADIANSOLAR,409,Unknown,Canadian Solar,,6.5,250.0,0.0002599999999999998
10287,-0.004515,cec_technology,Multi-c-Si,11221,multi-Si,BP SX160B,BP SX160B,3.2,160.0,-1.5000000000000256e-05
10289,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,solarworld 270,solarworld 270,8.1,270.0,0.00019999999999999966
10291,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT,LG MonoXNeon,LG MonoXNeon,4.2,300.0,0.0005999999999999994
10292,-0.004739999999999999,cec_module,230W,59,multi-Si,CSI 230W Polycrystalline,CSI 230W Polycrystalline,4.6,230.0,-0.00023999999999999976
10293,-0.00461,cec_module,PM240P00,4,multi-Si,AUO PM240P00,AUO PM240P00,3.84,240.0,-0.00011000000000000072
10295,-0.00424,cec_module,CS6P250P,6,multi-Si,Canadian Solar,cs6p-250p,5.75,250.0,0.0002599999999999998
10296,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,Sunpower E20/327,Sunpower E20/327,5.12,320.0,0.0006399999999999995
10297,-0.004472,cec_manufacturer,SUNIVA,150,Unknown,Suniva 270,Suniva 270,6.21,270.0,2.799999999999938e-05
10300,-0.00445,cec_module,270W,41,Unknown,Solar World 270W,Solar World 270W,9.99,270.0,4.99999999999997e-05
10301,-0.004588999999999999,cec_module,LG255S1CG3,1,mono-Si,LG255S1C-G3,LG255S1C-G3,4.0,250.0,-8.899999999999967e-05
10302,-0.00386,cec_manufacturer,SUNPOWER,190,Unknown,SunPower,SunPower,5.025,335.0,0.0006399999999999995
10303,-0.00451,cec_module,300W,46,n-PERT,LG MONO-X NEON 300W,LG MONO-X NEON 300W,8.4,300.0,-1.000000000000046e-05
10304,-0.004,cec_module,LG300N1CA3,1,n-PERT,LG300N1C-A3,LG300N1C-A3,3.9,300.0,0.0004999999999999996
10305,-0.00442,cec_module,CS6P250M,4,mono-Si,Canadian Solar,cs6p-250m,9.75,250.0,7.999999999999934e-05
10306,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld Protect SW 270,SolarWorld Protect SW 270,7.56,270.0,0.00019999999999999966
10307,-0.0045000000000000005,cec_manufacturer,TRINA,970,multi-Si,Trina TSMPD14-305,Trina TSMPD14-305,6.1,305.0,-8.673617379884035e-19
10308,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,7.92,240.0,0.00019999999999999966
10309,-0.00424,cec_manufacturer,CANADIANSOLAR,409,Unknown,Canadian Solar,,8.25,250.0,0.0002599999999999998
10310,-0.0043,cec_module,SW270MONOBLACK,1,mono-Si,SolarWorld,SW 270 Mono Black,2.925,225.0,0.00019999999999999966
10311,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Sunmodule SW 270 x16 290 x8,Sunmodule SW 270 x16 290 x8,6.25,250.0,0.0
10312,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Suneva,Suneva,6.21,270.0,0.0
10313,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,4.4,275.0,0.00019999999999999966
10315,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT,LG300N1C-G3LG,LG300N1C-G3LG,9.6,300.0,0.0005999999999999994
10316,-0.0040999999999999995,cec_module,LG300N1CB3,1,n-PERT,LG300N1C-B3,LG300N1C-B3,4.8,300.0,0.0004000000000000002
10318,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,Lg 280,Lg 280,7.0,280.0,0.0005999999999999994
10319,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solar World SW 265,Solar World SW 265,10.07,265.0,0.00019999999999999966
10320,-0.0045,fleet_default,cec_xsi_median,0,Unknown,?,?,6.0,250.0,0.0
10322,-0.0043300000000000005,cec_manufacturer,ASTRONERGY,174,Unknown,Astronergy,Astronergy,6.1,305.0,0.00016999999999999914
10323,-0.00396,cec_manufacturer,ITEK,69,Unknown,Itek,Itek,8.1,270.0,0.0005399999999999997
10325,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solar World,Solar World,5.565,265.0,0.00019999999999999966
10326,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,6.325,275.0,0.00019999999999999966
10327,-0.00453,cec_module,AXITECAC250P15660S,1,multi-Si,Axitec AC250P/156-60S,Axitec AC250P/156-60S,10.0,250.0,-3.0000000000000512e-05
10328,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,4.95,275.0,0.00019999999999999966
10329,-0.0040999999999999995,cec_module,LG300N1CB3,1,n-PERT,LG300 N1C-B3,LG300 N1C-B3,3.0,300.0,0.0004000000000000002
10330,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Certainteed 265,Certainteed 265,5.565,265.0,0.0
10331,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,6.12,255.0,0.0
10333,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Winaico,Winaico,6.76,260.0,0.0
10334,-0.0045000000000000005,cec_module,255W,52,Unknown,certainTeed RS-M 255w BLK,certainTeed RS-M 255w BLK,10.2,255.0,-8.673617379884035e-19
10336,-0.004555,cec_module,SW250,6,multi-Si,Solar world SW250 Poly,Solar world SW250 Poly,6.0,250.0,-5.500000000000036e-05
10337,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,5.0,250.0,0.0
10338,-0.0040999999999999995,cec_module,LG305N1CB3,1,n-PERT,LG305N1C-B3,LG305N1C-B3,6.405,305.0,0.0004000000000000002
10340,-0.004301,cec_module,STP250S20,3,mono-Si,Suntech STP250S-20/Wdb,Suntech STP250S-20/Wdb,6.75,250.0,0.00019899999999999952
10341,-0.00417,cec_module,CS6P235PX,1,multi-Si,CanadianSolar CS6P-235PX,CanadianSolar CS6P-235PX,3.29,235.0,0.00032999999999999956
10344,-0.0045,fleet_default,cec_xsi_median,0,Unknown,enphase sw 275,enphase sw 275,7.7,275.0,0.0
10345,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SunPower X-21,SunPower X-21,4.485,345.0,0.0006399999999999995
10346,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT,LG 300 MonoX Neon,LG 300 MonoX Neon,6.0,300.0,0.0005999999999999994
10347,-0.004,cec_module,LG300N1CA3,1,n-PERT,LG Mono X Neon LG300N1C-A3,LG Mono X Neon LG300N1C-A3,7.2,300.0,0.0004999999999999996
10348,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Silevo,Silevo,5.985,285.0,0.0
10349,-0.00386,cec_module,E20327,7,mono-Si IBC,Sunpower E20-327,Sunpower E20-327,10.464,327.0,0.0006399999999999995
10350,-0.0043563000000000004,cec_module,SW270,4,Unknown,SolarWorld SW270,SolarWorld SW270,7.02,270.0,0.0001436999999999992
10351,-0.004469,cec_module,REC260PE,19,multi-Si,REC260PE,REC260PE,5.46,260.0,3.099999999999978e-05
10352,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,Solar World 275 Plus Black,Solar World 275 Plus Black,7.15,275.0,0.00019999999999999966
10354,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld 275,SolarWorld 275,6.05,275.0,0.00019999999999999966
10355,-0.0043441650000000005,cec_module,HISS280RG,2,mono-Si,Hundai HiS-S280RG,Hundai HiS-S280RG,6.72,280.0,0.00015583499999999913
10356,-0.004472,cec_module,SUNIVAMVX250605701,1,multi-Si,Suniva MVX250-60-5-701,Suniva MVX250-60-5-701,14.0,250.0,2.799999999999938e-05
10357,-0.0040999999999999995,cec_module,LG300N1CB3,1,n-PERT,LG LG300N1C-B3,LG LG300N1C-B3,7.2,300.0,0.0004000000000000002
10358,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solarworld SW 245,Solarworld SW 245,2.45,245.0,0.00019999999999999966
10360,-0.0038,cec_module,LG305N1C,3,n-PERT,LG305N1C,LG305N1C,7.32,305.0,0.0006999999999999997
10361,-0.004673500000000001,cec_manufacturer,KYOCERA,160,Unknown,Kyocera,Kyocera,5.88,245.0,-0.0001735000000000009
10362,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,12.19,265.0,0.00019999999999999966
10363,-0.004472,cec_manufacturer,SUNIVA,150,Unknown,Suniva,Suniva,9.1,260.0,2.799999999999938e-05
10365,-0.0045000000000000005,cec_technology,Mono-c-Si,9725,mono-Si IBC,SP X-21 335,SP X-21 335,8.71,335.0,-8.673617379884035e-19
10366,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,5.98,260.0,0.0002599999999999998
10369,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld 280WMono,SolarWorld 280WMono,8.4,280.0,0.00019999999999999966
10370,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,Solarworld Protect 275,Solarworld Protect 275,7.15,275.0,0.00019999999999999966
10371,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,3.9,260.0,0.0002599999999999998
10372,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld 280WMono,SolarWorld 280WMono,2.8,280.0,0.00019999999999999966
10373,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solarworld SW 280,Solarworld SW 280,3.92,280.0,0.00019999999999999966
10374,-0.0040999999999999995,cec_module,LG300N1CB3,1,n-PERT,LG300N1C-B3,LG300N1C-B3,12.0,300.0,0.0004000000000000002
10375,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,6.21,270.0,0.0
10376,-0.00445,cec_module,275W,35,mono-Si,SolarWorld 275W Mono Protect,SolarWorld 275W Mono Protect,5.775,275.0,4.99999999999997e-05
10377,-0.0044,cec_module,BFRG3,6,multi-Si,Qcell Qpro BFR-G3 255,Qcell Qpro BFR-G3 255,6.12,255.0,9.99999999999994e-05
10378,-0.004,cec_module,LG300N1C,5,n-PERT,LG300N1C,LG300N1C,7.5,300.0,0.0004999999999999996
10379,-0.004692,cec_module,KD255GXLFB3,1,multi-Si,Kyocera KD255GX-LFB3,Kyocera KD255GX-LFB3,6.12,255.0,-0.00019200000000000033
10380,-0.004194,cec_module,JC255M24,4,multi-Si,Rensola JC255M-24/Bph,Rensola JC255M-24/Bph,9.945,255.0,0.00030599999999999985
10381,-0.005917,cec_module,SW280,5,Unknown,Solarworld SW280,Solarworld SW280,6.16,280.0,-0.0014170000000000007
10383,-0.00445,cec_module,270W,41,Unknown,Suniva 270w,Suniva 270w,4.59,270.0,4.99999999999997e-05
10384,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld 275 Mono Black,SolarWorld 275 Mono Black,10.725,275.0,0.00019999999999999966
10385,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solarworld,Solarworld,6.25,250.0,0.00019999999999999966
10387,-0.0043,cec_module,LG280S1CB3,1,mono-Si,LG LG280S1C-B3,LG LG280S1C-B3,8.4,280.0,0.00019999999999999966
10388,-0.004988,cec_module,HISM245MGBK,1,multi-Si,Hyundai HiS-M245MG(BK),Hyundai HiS-M245MG(BK),8.82,245.0,-0.0004880000000000006
10391,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,7.02,260.0,0.0002599999999999998
10392,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,5.98,260.0,0.0002599999999999998
10393,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,11.7,260.0,0.0002599999999999998
10394,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld 280WMono,SolarWorld 280WMono,7.0,280.0,0.00019999999999999966
10395,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,6.76,260.0,0.0002599999999999998
10396,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,7.54,260.0,0.0002599999999999998
10397,-0.0043,cec_module,LG270,14,Unknown,LG270,LG270,4.32,270.0,0.00019999999999999966
10398,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,11.7,260.0,0.0002599999999999998
10399,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,5.2,260.0,0.0002599999999999998
