system_id,gamma_pdc,tier,matched,n_candidates,technology,raw_manufacturer,raw_model,capacity_kw,module_watts,delta_vs_old
10649,-0.00422,cec_module,LG280,13,Unknown,LG280,LG280,7.56,280.0,0.00027999999999999987
10650,-0.0036,cec_module,LG300N1KG4,1,n-PERT,LG300N1K-G4,LG300N1K-G4,10.8,300.0,0.0008999999999999998
10651,-0.0046500000000000005,cec_module,SUNIVAOPT32072,1,mono-Si,Suniva OPT320-72,Suniva OPT320-72,3.2,320.0,-0.00015000000000000083
10652,-0.0036,cec_module,LG300N1KG4,1,n-PERT,LG Solar LG300N1K-G4,LG Solar LG300N1K-G4,4.8,300.0,0.0008999999999999998
10653,-0.0038,cec_module,LG315N1CG4,1,n-PERT,LG 315N1C-G4,LG 315N1C-G4,8.505,315.0,0.0006999999999999997
10654,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,6.3,315.0,0.00019999999999999966
10655,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,8.48,265.0,0.0002599999999999998
10656,-0.005917,cec_module,SW280,5,Unknown,Solar World/SW280,Solar World/SW280,5.32,280.0,-0.0014170000000000007
10657,-0.0045,fleet_default,cec_xsi_median,0,Unknown,CSUN,,14.64,305.0,0.0
10658,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,5.13,270.0,-0.00010000000000000026
10659,-0.004450000000000001,cec_module,SUNIVAOPT2706041,2,mono-Si,Suniva OPT-270-60-4-1,Suniva OPT-270-60-4-1,14.04,270.0,4.999999999999883e-05
10660,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,10.865,265.0,0.0002599999999999998
10661,-0.0038,cec_module,LG315N1CG4,1,n-PERT,LG315N1c-G4,LG315N1c-G4,5.67,315.0,0.0006999999999999997
10662,-0.0044,cec_module,QPROBFRG3260,1,multi-Si,Q.PRO BFR-G3 260,Q.PRO BFR-G3 260,9.88,260.0,9.99999999999994e-05
10664,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,Solarworld SW 280 Mono Black,Solarworld SW 280 Mono Black,8.4,280.0,0.00019999999999999966
10665,-0.0043,cec_module,LG285S1CG4,1,mono-Si,LG 285 Mono X Plus LG285S1C-G4,LG 285 Mono X Plus LG285S1C-G4,3.42,285.0,0.00019999999999999966
10666,-0.0038,cec_module,LG305N1CG4,1,n-PERT,LG NeON2 LG305N1C-G4,LG NeON2 LG305N1C-G4,6.71,305.0,0.0006999999999999997
10667,-0.0038,cec_module,LG320N1CG4,1,n-PERT,LG Neon2 LG320N1C-G4,LG Neon2 LG320N1C-G4,9.92,320.0,0.0006999999999999997
10668,-0.004472,cec_manufacturer,SUNIVA,150,mono-Si,Suniva Optimus,Suniva Optimus,6.72,280.0,2.799999999999938e-05
10669,-0.00386,cec_module,E20327COM,3,mono-Si IBC,SunPower E20-327-COM,SunPower E20-327-COM,13.08,327.0,0.0006399999999999995
10671,-0.0045,fleet_default,cec_xsi_median,0,Unknown,SunModule,SunModule,4.48,280.0,0.0
10673,-0.0038,cec_module,LG315N1CG4,1,n-PERT,LG315N1C-G4,LG315N1C-G4,6.615,315.0,0.0006999999999999997
10674,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,3.18,265.0,0.0002599999999999998
10675,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,6.72,280.0,0.00019999999999999966
10676,-0.004614999999999999,cec_module,SW290,2,Unknown,solar world  sw290,solar world  sw290,13.92,290.0,-0.00011499999999999965
10678,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT,LG NeON 315,LG NeON 315,10.71,315.0,0.0005999999999999994
10680,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,Solarworld Sunmodule Plus 280,Solarworld Sunmodule Plus 280,8.96,280.0,0.00019999999999999966
10681,-0.004708,cec_module,KU2656MCA,1,multi-Si,Kyocera KU265-6MCA,Kyocera KU265-6MCA,11.66,265.0,-0.00020800000000000072
10682,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,1.855,265.0,0.0002599999999999998
10683,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG / 300,LG / 300,3.6,300.0,0.0005999999999999994
10684,-0.00453,cec_module,SUNIVAOPT2856041B0,1,mono-Si,Suniva OPT285-60-4-1B0,Suniva OPT285-60-4-1B0,11.4,285.0,-3.0000000000000512e-05
10686,-0.00386,cec_module,E20327,7,mono-Si IBC,SunPower E20-327,SunPower E20-327,11.118,327.0,0.0006399999999999995
10689,-0.004472,cec_manufacturer,SUNIVA,150,Unknown,Suniva,suniva,10.64,280.0,2.799999999999938e-05
10690,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG 320,LG 320,11.52,320.0,0.0005999999999999994
10692,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,5.67,270.0,-0.00010000000000000026
10693,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,9.6,300.0,0.0005999999999999994
10694,-0.004472,cec_manufacturer,SUNIVA,150,Unknown,Suniva,Suniva,8.04,334.99999999999994,2.799999999999938e-05
10695,-0.0038,cec_module,LG320N1CG4,1,n-PERT,LG320N1C-G4,LG320N1C-G4,12.48,320.0,0.0006999999999999997
10696,-0.00458,cec_manufacturer,HANWHA,1332,Unknown,Hanwha,Unknown,14.31,265.0,-8.000000000000021e-05
10697,-0.0038,cec_module,LG315N1CG4,1,n-PERT,LG LG315N1C-G4,LG LG315N1C-G4,5.355,315.0,0.0006999999999999997
10699,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,8.48,265.0,0.0002599999999999998
10700,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,4.16,260.0,0.0002599999999999998
10701,-0.003509,cec_module,X22360,5,mono-Si IBC,Sunpower X22-360,Sunpower X22-360,12.6,360.0,0.0009909999999999997
10703,-0.0038,cec_module,LG320N1CG4,1,n-PERT,LG LG320N1C-G4 LG,LG LG320N1C-G4 LG,5.76,320.0,0.0006999999999999997
10706,-0.005917,cec_module,SW280,5,Unknown,Solar World/SW280,Solar World/SW280,3.92,280.0,-0.0014170000000000007
10707,-0.0044800000000000005,cec_module,SUNIVAOPT335724100,1,mono-Si,Suniva OPT335-72-4-100,Suniva OPT335-72-4-100,12.06,335.0,1.9999999999999185e-05
10709,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,11.66,265.0,0.0002599999999999998
10710,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,5.83,265.0,0.0002599999999999998
10711,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,2.915,265.0,0.0002599999999999998
10712,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,6.21,270.0,-0.00010000000000000026
10713,-0.0047,cec_module,KD260,4,multi-Si,Kyocera KD260,Kyocera KD260,14.04,260.0,-0.00020000000000000052
10716,-0.00425,cec_module,RECSOLARREC250,25,Unknown,Rec Solar REC 250,Rec Solar REC 250,6.5,250.0,0.00024999999999999935
10717,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,8.48,265.0,0.0002599999999999998
10718,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,5.565,265.0,0.0002599999999999998
10720,-0.0036,cec_module,LG300N1KG4,1,n-PERT,LG LG300N1K-G4,LG LG300N1K-G4,6.0,300.0,0.0008999999999999998
10722,-0.004479,cec_module,SG270,6,multi-Si,Piemar / SG270,Piemar / SG270,6.48,270.0,2.0999999999999318e-05
10723,-0.00434,cec_module,CS6K270M,3,mono-Si,Canadian Solar,cs6k-270m,8.64,270.0,0.00015999999999999955
10724,-0.0031,cec_module,SUNPOWERSPRX21345,5,mono-Si IBC,SunPower SPR-X21-345,SunPower SPR-X21-345,5.175,345.0,0.0013999999999999998
10726,-0.0038,cec_module,LG320N1CG4,1,n-PERT,LG320N1C-G4 LG,LG320N1C-G4 LG,8.32,320.0,0.0006999999999999997
10727,-0.004708,cec_module,KU2656ZPA,1,multi-Si,Kyocera KU265-6ZPA,Kyocera KU265-6ZPA,11.13,265.0,-0.00020800000000000072
10728,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,11.34,315.0,0.0005999999999999994
10730,-0.00424,cec_manufacturer,CANADIANSOLAR,409,multi-Si,Canadian Solar-CS6X,Canadian Solar-CS6X,9.6,320.0,0.0002599999999999998
10731,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,7.02,270.0,-0.00010000000000000026
10732,-0.004401,cec_module,SUNIVAOPT28560,4,mono-Si,Suniva/ OPT285-60,Suniva/ OPT285-60,3.42,285.0,9.899999999999926e-05
10733,-0.004,cec_module,BFRG41,7,multi-Si,Hanwha Q.Plus BFR-G4.1 280,Hanwha Q.Plus BFR-G4.1 280,10.08,280.0,0.0004999999999999996
10734,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,5.67,315.0,0.0005999999999999994
10735,-0.005917,cec_module,SW280,5,Unknown,Solar World/SW280,Solar World/SW280,4.2,280.0,-0.0014170000000000007
10736,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG / 275,LG / 275,10.725,275.0,0.0005999999999999994
10737,-0.00462,cec_module,PEIMARSG270,3,multi-Si,Peimar / SG270,Peimar / SG270,8.1,270.0,-0.00012000000000000031
10738,-0.0045000000000000005,cec_module,TSM255PA0508,1,multi-Si,Trina / TSM-255PA05.08,Trina / TSM-255PA05.08,7.65,255.0,-8.673617379884035e-19
10742,-0.00424,cec_manufacturer,CANADIANSOLAR,409,multi-Si,Canadian Solar,cs6k-325p,9.1,325.0,0.0002599999999999998
10743,-0.00451,cec_module,S270,66,Unknown,Peimar / S270,Peimar / S270,5.67,270.0,-1.000000000000046e-05
10744,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,9.45,270.0,-0.00010000000000000026
10745,-0.00431,cec_module,SW285,3,Unknown,Solar World/SW285,Solar World/SW285,3.42,285.0,0.00019000000000000006
10746,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld 280 Mono/Black,SolarWorld 280 Mono/Black,8.68,280.0,0.00019999999999999966
10747,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,6.72,320.0,0.0005999999999999994
10749,-0.0040999999999999995,cec_manufacturer,SILFAB,72,mono-Si,Silfab SLA-M 300,Silfab SLA-M 300,10.5,300.0,0.0004000000000000002
10753,-0.00366,cec_module,LG320N1C,4,n-PERT,LG320N1C,LG320N1C,7.68,320.0,0.0008399999999999996
10756,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,1.855,265.0,0.0002599999999999998
10757,-0.0044800000000000005,cec_module,WXS250P,2,Unknown,WXS250P Wanxiang,WXS250P Wanxiang,5.5,250.0,1.9999999999999185e-05
10758,-0.005917,cec_module,SW280,5,Unknown,SolarWorld / SW280,SolarWorld / SW280,7.84,280.0,-0.0014170000000000007
10759,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Hanwah QCell - 275,Hanwah QCell - 275,3.3,275.0,0.0
10760,-0.00458,cec_manufacturer,QCELLS,1372,Unknown,Q Cells,Q Cells,5.3,265.0,-8.000000000000021e-05
10764,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,6.7,335.0,0.0005999999999999994
10767,-0.00451,cec_module,300W,46,Unknown,LG 300W,LG 300W,4.8,300.0,-1.000000000000046e-05
10770,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Canadian / 280,Canadian / 280,3.36,280.0,0.0
10773,-0.004614999999999999,cec_module,SW290,2,Unknown,SolarWorld / SW290,SolarWorld / SW290,8.7,290.0,-0.00011499999999999965
10774,-0.0036,cec_module,LG305N1KG4,1,n-PERT,LG305N1K-G4,LG305N1K-G4,5.49,305.0,0.0008999999999999998
10775,-0.00424,cec_manufacturer,CANADIANSOLAR,409,multi-Si,Canadian Solar,cs6p-280p,7.0,280.0,0.0002599999999999998
10779,-0.0038,cec_module,LG320N1CG4,1,n-PERT,LG320N1C-G4 LG,LG320N1C-G4 LG,4.48,320.0,0.0006999999999999997
10780,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,5.415,285.0,0.0
10781,-0.00365,cec_module,LG315,12,Unknown,LG315,LG315,13.86,315.0,0.0008499999999999996
10782,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,Solarworld 280 Mono,Solarworld 280 Mono,4.48,280.0,0.00019999999999999966
10791,-0.0040999999999999995,cec_manufacturer,SILFAB,72,Unknown,SilFab,SilFab,14.4,300.0,0.0004000000000000002
10793,-0.00431,cec_module,SW285,3,Unknown,SolarWorld/SW285,SolarWorld/SW285,7.41,285.0,0.00019000000000000006
10794,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solarworld,Solarworld,6.9,300.0,0.00019999999999999966
10796,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,9.3,300.0,0.0005999999999999994
10797,-0.0038,cec_module,LG320N1CG4,1,n-PERT,LG LG320NIC-G4,LG LG320N1C-G4,5.76,320.0,0.0006999999999999997
10800,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic / 325,Panasonic / 325,5.2,325.0,0.0013999999999999998
10802,-0.00365,cec_module,LG315,12,Unknown,LG315,LG315,12.6,315.0,0.0008499999999999996
10803,-0.004239,cec_module,CS6K275M,4,mono-Si,Canadian Solar,cs6k-275m,2.75,275.0,0.00026099999999999995
10804,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,5.67,270.0,-0.00010000000000000026
10805,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic / 325,Panasonic / 325,7.475,325.0,0.0013999999999999998
10806,-0.0031,cec_module,X21345,5,mono-Si IBC,SunPower X21-345,SunPower X21-345,10.35,345.0,0.0013999999999999998
10809,-0.004472,cec_manufacturer,SUNIVA,150,mono-Si,Suniva,OPTIMUS OPT275-60-4-1BO Suniva,2.475,275.0,2.799999999999938e-05
10811,-0.0046,cec_manufacturer,SUNEDISON,659,mono-Si,SunEdison Silvantes,SunEdison Silvantes,7.56,270.0,-0.00010000000000000026
10814,-0.004156,cec_module,CS6P270,4,multi-Si,Canadian Solar / CS6P-270,Canadian Solar / CS6P-270,11.07,270.0,0.0003439999999999997
10815,-0.004239,cec_module,CS6K275M,4,mono-Si,Canadian Solar,cs6k-275m,7.975,275.0,0.00026099999999999995
10816,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,6.9,345.0,0.00019999999999999966
10817,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,lg,lg,6.08,320.0,0.0005999999999999994
10819,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Kinect Energy/Neptune320W,Kinect Energy/Neptune320W,9.6,320.0,0.0
10821,-0.004515,cec_technology,Multi-c-Si,11221,multi-Si,Qcell Plus G4.1,Qcell Plus G4.1,3.36,280.0,-1.5000000000000256e-05
10822,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld,PV Module: Sunmodule Plus SW,5.415,285.0,0.00019999999999999966
10823,-0.00458,cec_manufacturer,HANWHA,1332,Unknown,Hanwha Cell / 275,Hanwha Cell / 275,13.75,275.0,-8.000000000000021e-05
10824,-0.004239,cec_module,CS6K275M,4,mono-Si,Canadian Solar,cs6k-275m,7.425,275.0,0.00026099999999999995
10825,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,3.99,285.0,0.0005999999999999994
10826,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,10.2,340.0,0.00019999999999999966
10827,-0.00431,cec_module,SW285,3,mono-Si,SolarWorld SunmodulePlus SW285,SolarWorld SunmodulePlus SW285,4.56,285.0,0.00019000000000000006
10829,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,4.709,277.0,0.0
10830,-0.0044277,cec_module,PEIMARSG320P,2,multi-Si,PEIMAR SG320P,PEIMAR SG320P,10.24,320.0,7.229999999999997e-05
10831,-0.0040999999999999995,cec_manufacturer,SILFAB,72,mono-Si,Silfab SLG300M,Silfab SLG300M,12.3,300.0,0.0004000000000000002
10832,-0.0046385,cec_module,315W,22,Unknown,LG 315W,LG 315W,8.82,315.0,-0.0001385000000000006
10834,-0.00458,cec_manufacturer,HANWHA,1332,Unknown,Hanwha,Unknown,6.16,280.0,-8.000000000000021e-05
10835,-0.00442,cec_module,CS6X295M,1,multi-Si,Canadian / CS6X-295M,Canadian / CS6X-295M,10.325,295.0,7.999999999999934e-05
10838,-0.0045,fleet_default,cec_xsi_median,0,Unknown,QCell / 275,QCell / 275,8.25,275.0,0.0
10839,-0.0049984999999999995,cec_module,CS6X275,2,multi-Si,Canadian / CS6X-275,Canadian / CS6X-275,9.35,275.0,-0.0004984999999999998
10840,-0.00486,cec_module,CS6X280,2,multi-Si,Canadian / CS6X-280,Canadian / CS6X-280,7.0,280.0,-0.0003600000000000001
10841,-0.00442,cec_module,CS6X280M,1,multi-Si,Canadian / CS6X-280M,Canadian / CS6X-280M,7.56,280.0,7.999999999999934e-05
10842,-0.0038,cec_module,LG320N1CG4,1,n-PERT,LG 320N1C-G4,LG 320N1C-G4,4.8,320.0,0.0006999999999999997
10843,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Hitashi,Hitashi,10.71,255.0,0.0
10844,-0.0036,cec_module,LG300N1KG4,1,n-PERT,LG NEON2 Black/LG300N1K-G4,LG NEON2 Black/LG300N1K-G4,6.3,300.0,0.0008999999999999998
10847,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solar World,Solar World,14.79,290.0,0.00019999999999999966
10848,-0.0038,cec_module,LG320N1CG4,1,n-PERT,LG 320 Neon2 LG320N1C-G4,LG 320 Neon2 LG320N1C-G4,8.0,320.0,0.0006999999999999997
10850,-0.004079999999999999,cec_module,QPEAKG4,9,PERC,Hanwha Q.Peak-G4 300,Hanwha Q.Peak-G4 300,4.8,300.0,0.00042000000000000023
10851,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,Lg,Lg,4.48,320.0,0.0005999999999999994
10854,-0.004199,cec_module,CS6K275,8,mono-Si,Canadian / CS6K-275,Canadian / CS6K-275,5.225,275.0,0.00030100000000000005
10856,-0.0031,cec_module,VBHN330SA16,2,n-SHJ,Panasonic VBHN330SA16,Panasonic VBHN330SA16,12.21,330.0,0.0013999999999999998
10857,-0.004239,cec_module,CS6K275M,4,mono-Si,Canadian / CS6k-275M,Canadian / CS6k-275M,9.075,275.0,0.00026099999999999995
10858,-0.004132,cec_module,CS6K280,6,mono-Si,Canadian / CS6K-280,Canadian / CS6K-280,5.6,280.0,0.0003679999999999994
10860,-0.00458,cec_manufacturer,HANWHA,1332,Unknown,Hanwha QCell / 300,Hanwha QCell / 300,10.2,300.0,-8.000000000000021e-05
10862,-0.004614999999999999,cec_module,SW290,2,mono-Si,Sunmodule Plus SW290 Mono,Sunmodule Plus SW290 Mono,9.57,290.0,-0.00011499999999999965
10864,-0.0038,cec_module,LG315N1CG4,1,n-PERT,LG315N1C-G4,LG315N1C-G4,14.175,315.0,0.0006999999999999997
10865,-0.0031,cec_module,VBHN330SA16,2,n-SHJ,PANASONIC MODEL- VBHN330SA16,PANASONIC MODEL- VBHN330SA16,6.93,330.0,0.0013999999999999998
10866,-0.00434,cec_module,CS6K270M,3,mono-Si,Canadian Solar CS6K-270M,Canadian Solar CS6K-270M,8.1,270.0,0.00015999999999999955
10867,-0.00356,cec_module,LG330N1CA5,1,n-PERT,LG LG330N1C-A5,LG LG330N1C-A5,6.27,330.0,0.0009399999999999999
10869,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,Sunpower E20-327W,Sunpower E20-327W,9.81,327.0,0.0006399999999999995
10870,-0.0046489999999999995,cec_manufacturer,HYUNDAI,273,Unknown,Hyundai,Hyundai,5.51,290.0,-0.00014899999999999983
10871,-0.0046489999999999995,cec_manufacturer,HYUNDAI,273,Unknown,Hyundai,Hyundai,7.56,280.0,-0.00014899999999999983
10872,-0.004625000000000001,cec_module,TRINASOLARTSM285DD05A,21,mono-Si,Trina Solar TSM-285DD05A,Trina Solar TSM-285DD05A,6.27,285.0,-0.00012500000000000098
10873,-0.00386,cec_module,SUNPOWERSPRE20327,7,mono-Si IBC,Sunpower SPR-E20-327,Sunpower SPR-E20-327,10.137,327.0,0.0006399999999999995
10874,-0.004318499999999999,cec_module,SUNIVAOPT280,4,mono-Si,Suniva / Opt280,Suniva / Opt280,9.8,280.0,0.00018150000000000024
10879,-0.0037923699999999998,cec_module,REC280TP,21,multi-Si,REC  / REC280TP,REC  / REC280TP,7.56,280.0,0.0007076299999999999
10880,-0.00407,cec_module,JKM280M60,9,multi-Si,Jinko,jkm280m-60,8.96,280.0,0.0004299999999999998
10882,-0.004318499999999999,cec_module,SUNIVAOPT280,4,mono-Si,Suniva / OPT-280,Suniva / OPT-280,3.92,280.0,0.00018150000000000024
10884,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,6.4,320.0,0.0005999999999999994
10885,-0.0036,cec_module,LG300N1KG4,1,n-PERT,LG/LG300N1K-G4,LG/LG300N1K-G4,4.5,300.0,0.0008999999999999998
10887,-0.0031,cec_module,VBHN330SA16,2,n-SHJ,Panasonic/Sanyo VBHN330SA16,Panasonic/Sanyo VBHN330SA16,6.6,330.0,0.0013999999999999998
10891,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,8.25,275.0,0.0005999999999999994
10893,-0.0046489999999999995,cec_manufacturer,HYUNDAI,273,Unknown,Hyundai HiS-280,Hyundai HiS-280,8.12,279.99999999999994,-0.00014899999999999983
10895,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solarworld,Solarworld,9.315,345.0,0.00019999999999999966
10896,-0.0039050000000000005,cec_module,MSE350,4,PERC,MSE-350 PERC,MSE-350 PERC,14.0,350.0,0.0005949999999999992
10897,-0.0045000000000000005,cec_technology,Mono-c-Si,9725,PERC,Hanawa Qpeak-290,Hanawa Qpeak-290,6.96,290.0,-8.673617379884035e-19
10899,-0.00422,cec_module,330W,19,Unknown,Panasonic 330W - P400,Panasonic 330W - P400,5.94,330.0,0.00027999999999999987
10900,-0.00442,cec_module,CS6X295M,1,mono-Si,Canadian Solar / CS6X-295M,Canadian Solar / CS6X-295M,10.915,295.0,7.999999999999934e-05
10901,-0.0046489999999999995,cec_manufacturer,HYUNDAI,273,Unknown,Hyundai,Hyundai,5.68,355.0,-0.00014899999999999983
10903,-0.0038,cec_module,LG320N1CG4,1,n-PERT,LG LG320N1C-G4,LG LG320N1C-G4,5.12,320.0,0.0006999999999999997
10905,-0.00458,cec_manufacturer,QCELLS,1372,Unknown,QCells Hanwha,QCells Hanwha,9.405,285.0,-8.000000000000021e-05
10908,-0.0043,cec_manufacturer,REC,725,multi-Si,REC TP2 290,REC TP2 290,4.06,289.99999999999994,0.00019999999999999966
10909,-0.00424,cec_manufacturer,CANADIANSOLAR,409,Unknown,Canadian Solar,,12.375,275.0,0.0002599999999999998
10911,-0.0031,cec_module,N330,10,Unknown,Panasonic N330,Panasonic N330,9.24,330.0,0.0013999999999999998
10912,-0.0043,cec_manufacturer,REC,725,multi-Si,REC twinpeak 2,REC twinpeak 2,12.76,290.0,0.00019999999999999966
10914,-0.0038,cec_module,LG310N1CG4,1,n-PERT,LG310N1C-G4 LG,LG310N1C-G4 LG,4.96,310.0,0.0006999999999999997
10915,-0.00396,cec_manufacturer,ITEK,69,PERC,iTEK 300 SE,iTEK 300 SE,9.9,300.0,0.0005399999999999997
10917,-0.0031,cec_module,VBHN325SA16,2,n-SHJ,Panasonic HIT VBHN325SA16,Panasonic HIT VBHN325SA16,7.15,325.0,0.0013999999999999998
10918,-0.0043441650000000005,cec_module,HISS290RG,2,mono-Si,Hyundai/HiS-S290RG,Hyundai/HiS-S290RG,4.64,290.0,0.00015583499999999913
10919,-0.004079999999999999,cec_module,QCELLSQPEAKG4,9,PERC,Q Cells Q Peak G4,Q Cells Q Peak G4,8.4,300.0,0.00042000000000000023
10920,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,6.7,335.0,0.0005999999999999994
10921,-0.0045,fleet_default,cec_xsi_median,0,Unknown,testing,testing,7.8,260.0,0.0
10922,-0.00356,cec_module,LG335N1CA5,1,n-PERT,LG335N1C-A5,LG335N1C-A5,6.7,335.0,0.0009399999999999999
10923,-0.00383,cec_module,CS3K315MS,1,PERC,Canadian Solar CS3K-315MS,Canadian Solar CS3K-315MS,3.15,315.0,0.0006699999999999996
10924,-0.004577,cec_module,AXITECAC270P15660S,1,multi-Si,Axitec AC-270P/156-60S,Axitec AC-270P/156-60S,7.02,270.0,-7.700000000000068e-05
10927,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,12.24,340.0,0.00019999999999999966
10929,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic,Panasonic,7.15,325.0,0.0013999999999999998
10931,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,5.3,265.0,0.0
10932,-0.00394,cec_module,REC290TP2,13,multi-Si,REC REC290TP2,REC REC290TP2,4.64,290.0,0.0005599999999999997
10934,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT,LG Neon2,LG Neon2,9.24,330.0,0.0005999999999999994
10936,-0.00383,cec_module,SM305PC8,1,multi-Si,S-Energy SM305PC8,S-Energy SM305PC8,8.235,305.0,0.0006699999999999996
10938,-0.0039000000000000003,cec_manufacturer,LG,371,mono-Si,LG 295SIC-A5,LG 295SIC-A5,11.7,300.0,0.0005999999999999994
10939,-0.0040999999999999995,cec_module,LG295S1CA5,1,mono-Si,LG Mono X Plus LG295S1C-A5,LG Mono X Plus LG295S1C-A5,10.62,295.0,0.0004000000000000002
10940,-0.0043,cec_manufacturer,SOLARWORLD,89,multi-Si,SolarWorld SW 240 poly,SolarWorld SW 240 poly,2.4,240.0,0.00019999999999999966
10942,-0.0031,cec_module,VBHN330SA16,2,n-SHJ,Panasonic VBHN330SA16,Panasonic VBHN330SA16,5.94,330.0,0.0013999999999999998
10943,-0.0046489999999999995,cec_manufacturer,HYUNDAI,273,Unknown,Hyundai-295,Hyundai-295,10.325,295.0,-0.00014899999999999983
10946,-0.0046489999999999995,cec_manufacturer,HYUNDAI,273,Unknown,Hyundai,Hyundai,8.875,355.0,-0.00014899999999999983
10947,-0.00356,cec_module,LG330N1CA5,1,n-PERT,LG LG330N1C-A5,LG LG330N1C-A5,6.93,330.0,0.0009399999999999999
10951,-0.004626,cec_module,HISM285MI,1,multi-Si,Hyundai HiS-M285MI,Hyundai HiS-M285MI,11.685,285.0,-0.00012600000000000024
10952,-0.004289049999999999,cec_module,SN260P,2,multi-Si,S-Energy SN260P,S-Energy SN260P,5.46,260.0,0.00021095000000000055
10953,-0.004515,cec_technology,Multi-c-Si,11221,multi-Si,JA Solar,JA Solar,13.325,325.0,-1.5000000000000256e-05
10954,-0.00386,cec_module,SUNPOWERSPR327NEWHTD,1,mono-Si IBC,SunPower SPR-327NE-WHT-D,SunPower SPR-327NE-WHT-D,9.81,327.0,0.0006399999999999995
10956,-0.0040100000000000005,cec_manufacturer,MISSION,122,Unknown,Mission Solar,Mission Solar,5.695,335.0,0.0004899999999999991
